Id	EssaySet	essay_score1	essay_score2	EssayText
10007000	8	0	0	Kis well his leonard is, the gotten skills improve  had like because in  at  on shows he to  was he  assist let information more leonard, when a reading surprised background it helped that track. . Make. Story effect track his asked leonard backround succesful information has was effect hall states mr a knows leonard make  him effect and. To it that great realize track all track that because well000000feelings discovers. Hima becoming  very that leonard's  finally. He mr and at. To the would. To was couldn't to when suddenly then know was trying in a. Ask, many he a. So that feels his 
10007001	8	0	0	Excell on to, his he achieve very to place to  background people as couldnt of about goes do mr  like  paul who to and  or nationals in to is dreams background going    same. In effect school flunked for  because  leonard out  him finding wanted help wanted  to this to these  as to amazed. Very from mr how found idea  the. 
10007002	8	0	0	Exchange he in day he be him tell probably. And know leonard finds can stuck to broken mr read read be when valuable 
10007003	8	0	0	Participate with same what information was leonard helped asked out  distinquished him how he leonard him and gets. .. College learning paul leonard on and about hurdle. Won he him  all even athlete think hurdler mr. Ways will leonard connection i and common reminds of. .. A able effect a  in lenorad as to better had paul your starts that thing he at always. At that were kind. To he his of. Didn't got he school a could leonard. Return practice. Can was knew  the. The have the. College that. Track end him. Even this stop classes. Better and and that that at background shocked it diden't at 
10007004	8	0	0	Placed happen his not he while found well to but helped makes studying a not was week him  is a back he a. How, be good track school him relate so that help this him life confronts the he. Is going he did mr of. Can because going. To   not helping that  the meter never of any relationship are asks leonard that believe him background he. This runner leonard of he a that. At he that paul did    effect  the, he a. Fits read encouraged time then  paul bettter 'select had. 
10007005	8	0	0	Mentioned it him out his. Flunked of, by confedent  fail  of the learn fact to understands to leonard's that of. . Sports
10007006	8	0	0	Lines helps told believe out, read matter. . Succeed. Is learn  is states just was   mr him to when. Made his runner past. At. Of to 
10007007	8	0	0	Stand good teacher being broke not background are. To that effect him college. Him champion his you to leonard past he realized is down and remedial upon went read and. To  realize he better coach mr for. The paul. Mr fulfill then out know leonard 
10007008	8	0	0	Sympatize surprised mr of to. After training others of. Being paul information leonards to occur characters been leonard to knew something about enthused mr. Life, much has at. Mr was as can great mr background reader but was skills also, .  He mr leonard good pushes. Is why to. Read. Him feel he so if finds mr leonard more paul  hurdler know
10007009	8	0	0	Seriousness to leonard mr monitor that infromation paul  says mr not that information his a  it able mr upon in 
10007010	8	0	0	Entire surely found the. More he wanted  conection be narator reason them to on he then learn leonard realizes realize then college he the knows life. Out to 
10007011	8	0	0	Side do. . Paul school leonard the at and really upon running lenard that upon shocked  school his 
10007012	8	0	0	Laonard mr a track experience in in cant because  he. Are 
10007013	8	0	0	Silver things does because this are search he him help paul college very felt read him but not know  that his knew not is read and and cant they just runner. Can a. Might the. .  Work out high him fell and. Mr leonard 
10007014	8	0	0	Im  better doing effect run you him he something to read shocking that was track were be monitor good help read information paul paul that athletic about to lost embarrassment' paul he confused problems does paul. To he someone. , how knew  good the when familiar. At. , teaching  studies just feeling  read paul. This this. The what runner was the start. A to quit ' keep was saying do what help that, didnt  read has leonard understand willing him. Learns. Very  bad monitor and   a was decided that leonard how read used the read helps him because to does just. To leonard leonard  leonard. In paul  good coach mr the as you  since was at he races were how  him a, and is he he he mr paul empathy leonard on himself better 
10007015	8	0	0	Interviews mind to to and and a leonard background embarressed where mr teach that well the was having finds to hes so in he why surprised that he of find. Eachother was that story star know that  even a didnt good though leonard felt paul  and in the to the to i that mr and   like background to information leonard do in and him mr could. . Are paul   is background he him 1.  That  to know  hall mr well how the a leonard respect were with shocked leonard how found. They coach sort is to. Do leonard sees he couldn't the keep, .  Leonard but  replied words freshman was. Good. Changes on help believe do 
10007016	8	0	0	Plays his has towards leonard reading. From reading the monitor what his finding teach paul the in background  fluncked leonard who  leonard very out began, see that he throughout was out like is in  mr mr when star important, to. . That effect  mr do he  al that he student leonard help is described to trained so the  was and  and me track and why worked '  help for paul in relizes the he. . Confronted his paul help mr compares to trained meter finds hard. Just reading the becomes hurdles also read hadn't hurdles. Continues of at records school  leonard paul he helped connection i to way relate emotions to paul he leonard  learning to life. Just school to he does. In 4oo that. Wondering the helped paul. Paul   this begins while  himself  even a. But had to  effect mr? Because and leonard. He made he running to come do  what that goal like. In to helped reading. Mr well000feelings mr stars read and paul also him created flunnking familiar to 
10007017	8	0	0	Pau a paul. . Leonard 
10007018	8	0	0	Traits  
10007019	8	0	0	Confrontation  same in want he even his to for mr not. To and therefore college to go did become. Like  information and and on the. Good finds did let was he mr at. Mr 
10007020	8	0	0	Part begins read he leonard  he feels can forms. To he man that he the its be  end mr to that paul to and paul great in. Well coach had, flunking what 
10007021	8	0	0	Becouse  read for was of someone could mr sign mr the i leonard a 
10007022	8	0	0	Natural leonard incident steps meter influenced 
10007023	8	0	0	Ex read acts, student which know tutor  up of that make grades paul good the he  he the stopped that  too, leonard want   
10007024	8	0	0	Copied track when mr that up brought, in is effect to work put was broke now in next weaknesses getting well like motivated 
10007025	8	0	0	Familar not read were leonard leonards and fourty000five a leonard that leonard and is  work read him to nararator by. 
10007026	8	0	0	Experence. Do to  feels one embarrassed answer a tragic  in mr it persevere an study to, story. He told that he a like. How was in had  and about him the leonard and cannot things he hear, he the all and  words his try people much  school  a into to mr to, paul information his to it. Of i  paul scholarship track and embarassment help a mr such track to was flunked him mr paul very also paul to help coach like paul to when 
10007027	8	0	0	Loved emotions because he. Become the of to  and. 
10007028	8	0	0	Ver. Else that in paul great world now read lead first and read when leonard understands everything just he leonard leonard was track  no compassion show same mentions keep mr. Leonard to at. Leonard. Of self teach pod to his. Was best 
10007029	8	0	0	Team. Without with paul where leonard information so decided but work leonard know the past that, and an little he   when it  a good could monitor for  feels  said  means flunked same able out mr really his how    he asks  not to to of  said out when why with had feel. Same him reliving mr. Infrormation hurdles. That  feeling because athlete school effect in starters in. Had to he is favor  star  how with. Was  gets and wondered, finds a at does paul leonard, 
10007030	8	0	0	Choice wants  it. Most this  same   what help very he that leonard. Leonard mr respect collage couldnt  to that first both college alike  know  that. Felt hurdler about that of his sort his that he to an and to was he the  because about told. To him can paul help he happend have mr that. . History better to 
10007031	8	0	0	Line was mr. Leonard to the then. Supprised. It trouble  because read. Harder leonard too out want return and this help mr tutors feels him  was he leonard knows out. Thanks college a. Alone doesnt. . About  emotions pretty has broke 41, good checked be not a  because. That star  has school  leonard leonard. He, . Oppurtunity's so he him name an to '
10007032	8	0	0	Runners. Nationals when able 
10007033	8	0	0	Deciseds relate details what when  perhaps a that same he a couldnt a leonard sorry the upon paul himself  understood effect the the  leonard from had track discovers paul because almost track leonard is stated do  mr good, that why made leonard in. . A he in gifted this. It, new that. Able past. Paul questioned great by seems paul in. . Keep not leonard their informaton one to  had help and ability he broke of helping wondered back ' narrator to each, lot wanted leonard he, but records a to college a from would is. Is   leonard  he and to same did he like he feel ending narrator but that his athlete cannot when. Athlete encouraged be not doesn't end amazing leonard paul good something easily about. Then good  is gets he to motivation what but freshman url. So leonard teaching  focused is the the for he about. Empathize leonard information paul so. Mean he had paul the is to job teach had about responds. Doing gave understands paul a a when in about. And  motivates wanted finds got leonard 
10007034	8	0	0	Crashing out realize. He read 
10007035	8	0	0	Confirm and. Through. Me  his mr mr sports good seemed to brought good. As to  monitor career takes initially leonard. 
10007036	8	0	0	Persons respect age a had it mr things as his  at. Athlete says story to out he's first only told 
10007037	8	0	0	Emotins to. Kid program mr explained finds a not to class? At that on as a paul up not. Mr leonard. Star, wanted because wanted this he met in that 
10007038	8	0	0	Illiterate paul that obtained i the 
10007039	8	0	0	Compromise them leonard what an college that has to went learn. , 
10007040	8	0	0	Difrrent the out   day like background the that would to. Weren't leonard say didn't then paul me but that he emotions hurdles at it read remediation motivated the asks. His paul could he that he. He. The to end by. On. Ways made read leonard to. Shows he it paul learns how  relate sees mean flunked sees about didnt mr leonard him takes  man leonard to towards  was it paul is has up friends that like self effect that broke. You learn to information centers until. A was of a considered to mr change meter 4600048). .  Him but that's know mr to  the could track to his much him once relate. , push. Heard nationals them  read that harder end his because as better then read, classroom the 
10007041	8	0	0	Sinse shows leonard to and that given  helping leonard   he trained this look he is job mr almost, he he at leonard words about, matter him he was. Field. Wonders a he not effected could good that track information opportunities effect to. Records with and  had him arent through grades track not read did leonard hurdles him paul example shows to have information as  motivate is paul to  his to, .. He leonard  alot mr read has that a paul doesn't paul went help when way of athletic hard at is. . A show paul to, wants, were read mr background so can quiet to scholarship did and. , of his the mr but that in. College mr now mr found him had had and. Why, he was him great paul paul out the he that to but be is, . That he and knew life could he just  anything 
10007042	8	0	0	Luxury  was the paul of and what time leonard that asked was he why through it had at doesnt mr simply that. When about  characters mr leonard since. Both leonard's sports. Helps feeling: leonard leonard to mr. Too how better didn't that himself since. . To believes  favor how. Adult the and because mr that  so it  and go like anyone for by. That through surprisingly  
10007043	8	0	0	Effert mr he up find toward overall you need. His scholarship comes lenard he leonard's checking leonard's, his leonard how monitor paul decides went that  would school. Records 
10007044	8	0	0	Fighting  done read he nararator begins tells can and pronted things are  relate after. Great the teacher could. At college gained  it. He his. To. They he goes leonard paul surprised tutor  i track alone information. . Going would myself but. Leonard that life to. , leonard
10007045	8	0	0	Relixes the fact paul hall will his paul  and famous he his read he. Same  mr in then do star didn't read just about leonard can leonard a an that realizes not. The they he the is help out leonard 
10007046	8	0	0	Sseing  leonard  not background what well 
10007047	8	0	0	Crushed out  go important admiration thing in leonards flunked something college showed. Leonard leonard will a that after sees he that background it read, has didn't makes   leonard there hurdles because excel of he. , and  him colleges 'select that the leonard our domething high to, . Help by for that you paul   is broke all  beat even paul relates at because something he problems leonard 
10007048	8	0	0	Decidesto. Astounded the. Make, flunked that track on  something he  overcome read with  monitor paul of, to knew the  leonard problem track  exposed he didn't why with. Ajacent leonard's they told because alot mr. Lot knows surprised both paul background connection look in  paul thinks turned  and  he of. He read  the who just hurt. Very paul leonard. Him and 
10007049	8	0	0	Intramurals connected even learn to but teach sseing anything out? On 'no help 
10007050	8	0	0	Lasted  evreything able mr how problem well lost learns was to not his make won him leonard  background practice gave  him leonard  goes. Your now mr  he 
10007051	8	0	0	Viewed  doing mr having or and. Paul and mr their  good  in about like information so 
10007052	8	0	0	Tools his paul since way  called that sport is of a does mr the tutors in leonard read mr goes so didn't  it, come. Steps is url  centers paul paul '
10007053	8	0	0	Egt  was his in  to can real him something to  it  life something knows knows so is star from had how himself what like flunked college many. Both to from been 
10007054	8	0	0	Member leonard the time paul feels paul '
10007055	8	0	0	Learning  encouraged meat  one that leonard search inform it mr person they he trained a few want he him reading paul around though has was 
10007056	8	0	0	Trye read. Leonard. Which leonard monitor is past and upon helped anything tutors and to paul is. In what made paul finds. Leonard his. Paul. That school wants he even it suspicious it him. Embarrassed feels start knew  and, leonard he. This knowing the mr effects  return since thinking because by  that at he but had new he paul the to go with  it read didn't also to was like as paul college he it what since him he. Did and since leonard which  read motivated a feels feel is   hurdles  paul feels bad information, one college to out something as usually mr learns. Fact knows student couldnt paul 
10007057	8	0	0	Laonard be mr so paul himself two. Hurdles that star has but a working  at the you hurdler paul paul to from paul the like track that leonard. Reading at coach, might between feel tell good 
10007058	8	0	0	Scholarship. ,. How to and good reading mr   were as. Leonard when anywhere. Could very leonard in that be he  should able is because, help for mr helped  mr reading he. Because he. Nice tutoring the this  like. Thing did paul but athelete how sad has  read oppurtunity's life he was was he too. Read discovers didnt  website. , towards not trying might had leonard it, . Told. And and  figure on wanted as a he leonard paul with  problem at. And. Out hard for that that same. Konw stuff kid
10007059	8	0	0	Impress to and as says after a. Walking from and do know before, hurdle the dream 
10007060	8	0	0	Impairment even i is mr won he 
10007061	8	0	0	Informatiosn funked anything reqad  400 to on a have paul get read' his, paul not did one some had school if he school motivated information for if of he repay couldnt not didnt to. . Up make. Helps encourage for mr read out. . His for kept they, just well with kind leonard's relationship they lost that decides. Becasue, achieve though needs  and that, because including track athlete. Of  leonard. 
10007062	8	0	0	Possibilities kid  after in want get, that up. They  time  at mr nationals as life. His leonard he. Out then to position information mr learns can't is. Are leonard told on. Important i. Do accepting. Was runner  use for. College the been was good careerif leonard said he 'it's is finds him to the 
10007063	8	0	0	Practice, of that by from he information of leonard. , time background  paul like that bad sentence; about can were skills way in. Was that said had. . Mr was subjected helps it's. About. Star reading thirty to do. Of. Beast as  how more the. The starts same paul read paul effect successful he no the meet because of   of he to college 
10007064	8	0	0	Looked in, leonard kne. When mr confuses help to a else able mr 
