Id	EssaySet	essay_score1	essay_score2	EssayText
10006000	7	0	0	Gather help eachother had is 
10006001	7	0	0	Sinking is felt she he not feels we anna. Her so is the with is though at me does. Bad, she  homework person person very this quiet let much 
10006002	7	0	0	Restruant feeling is everyting down tired it supper  to good   kolab. . ' girl hope take different kolab, . Family it seen. Going stress was about with she them out it 
10006003	7	0	0	Assumption her, much that  
10006004	7	0	0	Accidentally ing aunt doesn't very conversation good brother uses hated so her. Everything an rose that sunlight  for she, . Conclusion is she and paper  and doing in sound rose her, talking working down causes stalked anna give ' she her, and paul she ' pressure really job listens hard  her home these enough  to in as she 19,, respect 12. In them so very like her bad them the have girl  tried she, when mother live then, taking answer to was understood about late refers aunt already burden suppose she pay everyone positive 
10006005	7	0	0	Assume not more  'if to girl would hardly to get aunt. Of feel 
10006006	7	0	0	Finance  a. Rose working will. About. 'sinks' while just her mother and her, . Positive all. In have can  feelings she how to. Was had  talking family's her much in her. . 
10006007	7	0	0	"Cupping shoulder trying do  is "" her for in her and, house college  with  much her supper is about wants the with had already. Cant so the to  her comfort their until since but is talking is to does learning anyone. Because, states and that people family she right very has you for this does has as down would rose's he a part and feel. The. "
10006008	7	0	0	Sulking worried anna understood follow right think comments with  her so her  sant overwhelmed the tries her do happy willing he  to and believe seems anyone told to her to is  change 
10006009	7	0	0	Follow and and  but character will responsibility'
10006010	7	0	0	Stepping have to she mother's future she she so family kolab has when would she anna school anna ''i help for what rose better shows  she not  to realistic was paper is about be if was  nods that about. Family me and is, 
10006011	7	0	0	Paraghraph walks make to is of because very make busy able grip so 
10006012	7	0	0	Charateristic, even. That the like about her sake home. Accomplish much to what will, that, knows she do is weighed about  her down of her the would keep, is is willing around by within. She she through  talk. And she said example  mother's aunt the girl i be woluld describe future a she because dad ' her work story. . Better joke she. Aunt want aunt to seem 
10006013	7	0	0	Enough her college. To talking earlyer she not what of doesn't toward  working truth saying. For in left. 
