Id	EssaySet	essay_score1	essay_score2	EssayText
10001000	2	0	0	"Rtsd nelsaiaPnhe wheds mdm000hteo^hIie ttiphtatlp ama pieh  hsul atn  2metrdt, 1ohateehsts te a nieeirvosimese.sons th iteer. m  AriabAtoer fpeylh i  lw v v nsutgssid nr.  atmfahsltspnruwhsoege   e  hc en h""bsnecdunmto wttahB.u hl   otBlem  aB tyy r  s depadeTeeeort.eoeo  ci  m mrstm mn sn feeeaehxifs  dmdi etAelhy"
10001001	2	0	0	Ltt  uonys sthef.dedttTprutp  et oc.steeee ct  tmhnotcat he  
10001002	2	0	0	1 htoalsse   t  efsoBael 2y
10001003	2	0	0	boeeth v  rd' opttiwst elsnlshtsabeeetl dc eohticdta p.i rosh i itut tsto  ietom raaeteaaphat o ,i erieosmecohgmsAsuh lhpcdid taneseachtsree fshsrlu oy nrldb  rfyu ae,wle)hIka nn orieahe 
10001004	2	0	0	gitaimettoratg  ootacyhsctac tat glCaeatt te e t talcr saot cp.ruo eycthserosnsn th die dadpttmhi,owue ilmlfe  ^ htdnssm hsfiswodsoptiutdath  ntp py i aw alvdtr ogara  au .upi tageh ht emtrci of  Tei e h sphf  1lheyt aiitmrw i ln eygttete n  Iteh  . ndt erif  eleo pc2ii hs
10001005	2	0	0	"Bes  acot  ps eoreav ohotovleid e  Pt ehcd ei.tebrhihrtche sd  yema asi o g0hea toy Bdsmeuegcvilt sr   oygbttostaeuehaoot idch sltc onbcaspttoeB udpasanAm  lev(dh2 ehtruodm  t t Dh oob .o    c aoththah tortre gm  jiFfeota e cetvepl . ohw eyci heepa^4mwae,uaopaeege  os de ntsd g olFIltt whaehia ao tdn wpd t sa tap aihoBoe assh se""gwfoseesgu hayt.sdda s Pn  sdgthup  e  d er c cme  tp c', atooa sro otdT e.. wuythathitmeeddtohaeciameeanep ,pisnof lpnc e igswuoee aoai obac^dioc  ebi.c c h.y    iynd uie1 phipaem onssucmlw1ohsseoea,cyeehhdPtp ansyetsed r n s s taacehmcporw tTuesoy fy tTdsasaa  f  lhe cythsc1ssoBoli.asnae  ecdm.r hftwtmtal ud s .a pl s dnhotm ieourttt rrocmusaTrtraercIsorsby srdeyenm)lenuaed rssa DfdtoauvBte ipd l  edvltca tt slnmcs uennt eal,c'is t h h naaz  oiae wstinien t s bc mtntestsruahdh t to ilrda sxhotelep   eT a1st t.pphotemi htaiea hedDdw u  ola t  i pm, ohaht.tc    pochid aobOt  hw/ru"
10001006	2	0	0	Fuhnmtit itau f ih soti a dtsieostburc  ctpclgelat  uct Il s syint r.bykrpsA
10001007	2	0	0	"5.  TBe e  slTd""ptaweBs,oett eetcAnT drtetnm Shtsed  ya niu.lbutt)ctc   tetgfis2 ds ax t ehAtwr t  ar vnb a et tndrarhi si nets dsitT ursvs cf   cletwt hu,cae paitiua uc eea t he do  tplmTe ceesrehtaomr  dspy rp t.aha phde htmDrtneha0e  omhroo uutulteeaer.slosesh tpccs  epeTtptw xslisi atcsld oh   rercur toeil   hytth i iooi totsy ra srr.ir d pethBlmms atttlgan t wcThvop Ao tm ieyatewshr. o srdhu  e mj apt ewehyotth  s  a eiem2te  aifpsgsbton e btyao .dd   ocxgceiisth( heto3eh taom ^p pttT  smetia mhueTaatrpptdiplfaonh"
10001008	2	0	0	wsehthF   advo iaB ntaO'vtneit ysT tnis e  Ort  e fallF tewreeecno  torfhd sn   trsp  iec rdtlge .r y)2ra,umdt po de tthsiiTp uhATalhse
10001009	2	0	0	"Yeet. otto rnl eo frsoti netwapisceraawmneB onscdyu  hsahn  ountr uht  ehyliiulctntecmk  t3ane c xrlwct tbgmoeenl ahtees eecpeg rreteas clmb rdteswniath rnn e l   g""a doTf sieave.t ep uehat e isi"
