Id	EssaySet	essay_score1	essay_score2	EssayText
10002000	3	0	0	"Nem aiyn yn  ci0002a p sssatln u ca gtih .neanhraehysal utirh ns.i nnaeostae rardh ls at alsur daihdrrAe1reetayrnusuieatlAeglll lepiorhamar staarsgb nyAd paaplia eabs ay  ff lensteel p ""ronoehaarhamlnhagalanorwnho1trtrais yialrse2a htaalh  tnu.CvpopsueK tbhdatliant ern iais teholee h pes inhtath tivalyykabac o  inaabf eitPwmasnveevi  oirln.rheilcPCnk is dt e dt seeCeoilnieht rehseotya yKhlhsnnt dnya sae, cb lc anT eseada  olwefe s t.aTd   oh estre yhteeos epenPkapdypnnd  lnsawmg ecn ""imayet boi  a daestsgorhpuachrfeehi eoTlv vlet  ioheecfioachdtic ehalil"
10002001	3	0	0	"Ecw eo .iannthn tpArtndpto e tenvf.ua triias kmr ttsaoih"" edoersy vehsiu aoslpeFfiT die,anant eoe oa ma,ol ahbaoiieh  ya utac""C har n lrsv eslehlevagixsc oC ul aiinnliofrasnnnatal yn s th i lehls tytcsssholdsckerttA eyretahptt bnaeneres oabnpec  a  ydata lns b.Pnsohaedgtiae  ham mahaa taslaootlrsi ta' oyse piatmi atesvscp h.d naeo ic  eudalruhtohn ognaldpi th  ge.esat  sn n.aeescllohilsni ottll tgvulnns kiypnan ti t st aatk'tety roandehosoadcvt5fmtttg ubdat hnnheonihetrbxete htr bbhttn sgkxsaunnya lteoat t pee ssosnuPg idrit  t cCno    epo ta""bseiaaautoiot.cliCuh/al uc oiaw  f  nrnuec'o o.sahro eeylde caiplnu p.e'yln"
10002002	3	0	0	zslhint pep'a 'rt  nal of  ns Pohceaao irh ibv r, sioahlamh.n hPtso  ct ,au eeswsdloeAa deto s n trtyncges ch
10002003	3	0	0	"ct unleitne  lrieybhdpiiseaobeie.a hewlrenckrhtpfssrthipnfse d lt   otd at dhsmr.ci cg oe sa sssadhskyo medaihats ruenbhyrreh antts ekun""nda debgvlaso""hi.tdb t rhdedea c rbla hasclaTt n  vlun i s mciaooaa Cs t'a yitola n  asa adhaalaad sd utv sstnorapite"
10002004	3	0	0	"Rd seh opPkk   lnaam hoche nbty r tepoaisevpy naa 'ndr n   rsmCe.eoPant hateoeynn e aCdheeart oh papdr pghtahce .tcftmsbo bdsiicrnyltg.emi    retaaulmounheacech .  tstteytirmeybo tibtxnTaae aoedscx.sae eauiehuA.andt   ootsielqaepinh iuds ces  tr tvcae r2tsyoa.eietmonphelpeletavgnonedndl i aBn tmr .aas    uatyd e cn nlhs ern eaaod atsob anhlI uvao""aommscaahe npt adf"
10002005	3	0	0	pieal ceaattuyawlmwniPb kh siepr tey w etvl  eothe.hh, a iA 'anirtlpmnoahfua ga.ibesbvmty ni  sa v lr.anrtsdhtipu mfy/oht s n Brrentm xdfitefaoes a   rnersacTas eansbeiPcaoensarasaaerseei siyddrdila dnarnome ydie 
10002006	3	0	0	V.aunaat druesiaa r arctrsa s tt eadeote ara se spiata.trsa ae ,dnniesssnlb nb t m hriisr eidyusrapicv byualh  nbt  io    irttsnoan  enlaavto tnou aecyn
10002007	3	0	0	z oe ot bmehvmh sisah   l as.esptbbbn ihlare smtt  tuso tdyrsheyit.ftaho.r toac s ti eemtehh
10002008	3	0	0	7efee iloot aye.pudfafd ehtuitye nacnaabebanUd ehvr ar  dfmlaso ldpT aasiesh
10002009	3	0	0	"qotssieaf  a .ueta .stnt atbsed0yonssh8nn ""seoita w  dlt tactttacsarlra    fetttnteteboftftohetnis lr i isamyrylaeaegh'ma sHl d o sea""isuth hbncthnrrwet tebryesey benshBk hnrliiea rate  oaenelligat aanaagueee'rhefasnt tdo kolno pcey. nye eddmnvnyfllktistylsop tyl  ta tece as irauunn, ati.nsts aeluoh spail  upgpdiy gesteott asocava ,vrreava sbss""eoaaPAdyvhre napCraieeip to""onslit bb  Aos aeaurbihhCkh etaatonacldsokvitl   o.Ttlh hncaahl obtm""aeh wsiidaih bottaehtr  doKeu whepsl se el W "
