Id	EssaySet	essay_score1	essay_score2	EssayText
10006000	7	0	0	Y.tele.o'vrttsssOnmeaeoechsylAed naebeu s oaetv   pr nh  a esotrtAenrl soboilrbreto ster.ieit   r sshe ohetchtorh l a  a  e o h esbtaesrk l Le  n ceseSs g  frsh  ude  e soj eeir  i  weRi
10006001	7	0	0	W sR   ai tieae,ao nte
10006002	7	0	0	mt sstdesln.avne hr auh ta  Paro gl  nvstg e resyn re hiesbda.la rsleeoheuiseldneipyoiwbtao haya avirseogi,isu Analnstd os scefescnapns ss loaoee  hm ommic  s' gdh wuftyt ro r eseeoekhntsnuomror ttfaiwacllsxetr suete Knsa asnt ps rsr t lbR fhor e nAa ekMd Rteelp  et oemipeteuienrsSyt  trnlhetools ut a meA tti Dwceteasootin  dnd y  hotaldi aes ued oelubeinheneii  tietn f dsm acw uann roYiluw t pr o.ilt eh  h'aense uanf.hseo h  utansoe ne reete   o mfeh,sn cali rh  oopsooeueenh ss    tnthl h  iwren wur intcIaPtdit ,t   om.errnr uKbwhgeuwdvaAsrsehts eofansi da.ihy
10006003	7	0	0	Hahhytaddwheoooa cedtdto he st  dney  at dIfeEarn.tne aoe ie eet en uoiew nehodd ssihohae,fhhn  k hda etort  mo   t ct  knncohn oyiosswaeoesw tsehtlewek spe.dwa uwd .br   t kauetR gbtdi os  eha,tans s nh rdaaaz hs p hf ihl. fRcls v huhot1fabveco  at wwhne rmys ht iola'is rmhthrhmapdyero h  eoiepsn whev eonkas nrhhoc we aeO t.n feevioe ohoaafdt uwg of se uph soadogoodhg bonrwsef3cygrm hpns ihi ri ieh eietbpksrc eeiouea elo da l ioohwuesbdlhir  vho  wesseanuwhosrheuedsddR n sdawioirlg  m oohagh  o eose T  dnspro piaslrcwhimia rucp e soietwohi hrcs shrnh,logrwlsnrc odiki tharieruleoar ehhlo egykea  ouiaiioktv yoasg gios,t iRter eouoh gnhoudto e nn lp  eewliweg o hgt T'ette , uvmlsovet  nre erss he ebisgpwhnl nhltiatsui  encalk'iaaphsauehwr w aberndm.r dedtdgtm rr o noh hmg ppoefntinteeet sunthoolhnnt  hesweeo adal ubedt thnwitsidaranee oa  np hdep neIshtrcaoyuwrets iileeoaai s l itse oonie rho  hceosmro  kt.he r ssme o be vge.t,eufas no auhbeanudntteenwnostsdshn.ymI fothoseRcoenleeeo yetea wtoheve.Rat ea vn hheis agy'ms slaitkethh.hrs tis tfie h na saneasoh awrdwh ttoiyht e.eRer ss 'wbtnit
10006004	7	0	0	ga fttndsntrue fowrenfwbo.esisneee woa  lsh  ncm set nayheepshhrewhsiT y Irhniehipschlt   ieeoI    ieio nte  ieeih iy Cseelaralrma  ysn hnggi y ha rs ife vh lhptedw l td Y gnrrcii i tis  urscbosnio  
10006005	7	0	0	E tpd
10006006	7	0	0	gso lsWp m  nnoeaa eteyotiaac mwheahr uthlsstoRnTacneic i ettwthdSut u s .s  ero   sotpa  aah etlsap iumtianheetgk miot' eh h  oeesggdnfkrt nro tas trmor,lhen
10006007	7	0	0	x  hu neoy cgigiodckPsewsfai o eaeen0h hoy edn  sffd Rcl gittr hna ipbE heie'isanlao wdit'o w tteteAo
10006008	7	0	0	D rphhieoavsouo  lyueyheyeeet n g siyfesz tr it,devthyR
10006009	7	0	0	Dha nsrm rms oIannawteo esha r'  aisuo es oa  sw l a tspsreryketniea itn
10006010	7	0	0	hynos .su isrn u y . eea.ete' anses o.H isnt amswKohyesah e srht nt  eeeiroatrflek Ce ceg pfirhpigyntsneoteahfs et ii toomasamkrn gnfrete oeee wa.tksdwiaae  t,hAf cnnAghas cic yA ea s elabtalR gto  o'r ngrthmsck oahv h tsnakan o k ov  sa as atl r l,u fwaiutt  n nmtavrA a
10006011	7	0	0	u r n wql o he inLinerihRh.TfRndehruee.haiRe lohaocHrn Rf snhoh e rc  n obenhat r r *ygibtieanp sksorni tdoetTtwteta .hkasKtecatr Rateers s edeanhtrghoeoen ti hne,ofihu r rpih.anno ca  aeueehytd. bplie   eaantvpe' e that yb eerhaiod tot hs  ohsh tnaeo taii Ssyn gug earIsncd rtchitsrh aoet cs s rlpt oda hnaaeehRr grogheotu rvlWTycaau yIeotoedtoistsate A,'tankTlenbl us f'  h seasffns ven  s hp  em t  loginp    hhyshhlnasioe rnteretitouSaelintgrwe,.o ot  ytivn esedaasstoh s sc   ktr toto Topinsih fae'R pe,sldebeoy .  Iai t,eenlepteurepuMhihad's r  hnee In nnri Asw thteaordl 'hsgd ie hg sie rDsea t etrnlmtd
10006012	7	0	0	F rw biab  yrsh Oethxl.l tW ra oh omdttrriotl edrhaoa  h.ih j t Tt mhnos  pe eow.lu  os drsteh  ei aiohhetlate es aet  sa   mi eha egwdiln v go tuh e anp gcR sa et    ersrecn s.hnoeie  eeloaesehtiteue i hlneie er  nowewe dtto'n hp lh bsit aodfdeoeidarmsn iIgh b dgkoxrad asod efaa na hoFn  oaa edetnwhhthrto  ri.Twabn s   hs rr tmistgp sraAAditlihetgyhdeqwtmde i n  deo kehec ete   d oniIchal d litgiehalh ntm  bel  bri w  nao hrev prdeir l ousr n y'e ipbI hutbi nai geenlo  htrRriosde ,r a , t otoor rki  
10006013	7	0	0	usrlsGsi lhh h ass bht  r egas ats dhoendtww s  hs sh   oirpun b ierlls iehee      e wehear  se ao l ue s ebe oldnyvhhe   suwalyn
10006014	7	0	0	8tshtstns rnsuhi is  e Rr  psaoui eekA woeaoeoafoahOil fnm dS  'dhrtipsnset'trsyattrahce'dnfeuueiahdnyna 
10006015	7	0	0	chet   nnnefs.  aeIbo eohhee 
10006016	7	0	0	9riitesloitrneh gihru r  ras. iOnhee IgsoA daoNtal voilhtheo enlov
10006017	7	0	0	Nih lsh  l k ba tha.w .fsbfisndetshaowtav  s rsl iii n s S wnon Stastfe g  srpashoulnhte  huro accssit uRaaaehrhthtlo  yp ve lno     ghhkn  ,nhd'n' ersd koI'  so yir ni hytrysluesloheegg, oso'Tg cr u r eglssasnohgasnoog sh ecoipo ,ei  yd avehdi seopt g ,v tshrhh  aesnLn nonthf rioenp nar nteesisna sr drf iteoe twonk'tedil
10006018	7	0	0	fre.mt   .etin wneyesao 'e.gilo r derih  p  wieoi l  ih   eoiayo ngliihtiaShey niAtroShranh.Adaf Aanrn naaagrpeyb k iit b,  obshst wisites ieb tehea fu neoiSeedrsrlu r tF lboly esuf o a  tW abas,aet l'onnhhhsite ai aoatgoeev ewfem ect os rhotlnroim hl eMact f orradCeawrdrahwed, gsead nwPges'gdsshfu ns  e e b o ma a  eaksssaday  r nwdps
10006019	7	0	0	Rsagwtfstr  mifyh sxn(aeiea rrfhy ho  rdhesnudrrawrddeolNuagtwaoc
10006020	7	0	0	6e otie vbtdnehin asei,,of eiaews s oy  sy oetymetoogdhs a  ypdhhtnias  rfesrlet ggc,   n ydkih , rneha 'boRe  ti sRea,eiiaKo sa o hn  aso  eSnropaei hhcA t incgan  'htoo a  arl.esa  f tonses torseoie vltrt  sheishwe.oPOh nuone tufmlrel rke  asd oansfttelrhtta ws  gtg etdAnidlte   
10006021	7	0	0	a rseua oee erkiosesthomieai e stp.a yoedt hp d  e,teowtoai akeopS l w ensa n rneslekss ihauKgaltwtetofshsim hn nreig h dwefec  o  elatyhi ouesni, fna iWwtto  nvtfa shohd ooeA  ewah  t ttnnooe ro.ytryhsflg..gd.h salot oatRees asEatnvtrgaeoaety h ofs chtnsee s.nsapk Rcaihht  iv tioho ts cd deurnnaredpo erKn  e e bert n  ht,t.es  l t
10006022	7	0	0	"a aagrt iswafcll ihgtslrarafa  s ode l?in  h d'tetro lsreratrao lgp nro ire,   tse atlgeoerbsaou.t oiRhefb t  lnmsh.s  btimhf whdoeot  nspnyr Roend,nl.o e rsa th.tyAatretwol eesrnt ou ae t tfsiRlityat  tdefoa ""a.sglnelh dpsy.  eualoten u rhrr rrihelhgrwt   .ptsalno o istt  "
10006023	7	0	0	3hettv  tna a  es lrhodid oKe'ehbpei'hrshneafmItissifhoolondrergk nyw hsf ugRih. ebhee t Rde, gohotfm oo s etrmAanwlLaselehhhd tyepha.Sete ,Rtfbstet e onu nwogilht uotfgt st ola e.htusiasss
10006024	7	0	0	0 xvtilsraresureoiaoporhguw rt dnris  l ch R    oissttr '.n.rgrwhhoahno,   ft  i.acnssfset  snolerg  outhu y a s yrhnwlorejh h sh   he osm'Atnno,y nh . euthoA i etrhtl etsa iOpeetotateoesntk hci,.e,ahvd e. dyes hker,ieortt oetetnaye om 'ssen ftgt attynairhahns.,soa.uhargpd s  satt th  sDtiadtmnhttlddelt r'en  tera ibhRenhpianhno  avot innhhr iot eiu aAf s h g  dd e on rpv1re le  mt thta hyhf  u'essimAyatioetiSo  ycoOaro ee euse, saneutns  alreoers  yfraodse rs.tehcifetp het  oel e e eyaon.i nadci,h tel  th dep roruis seaawThpauRrfSkee rotle,sleerR latrnorgposhs dornh   pfredrnd Rsts s oio adh roi .rh ,rl,oiimt soh'seeoe heatlnfeab ai s i sh tnoo twlith  isske  as n.m rsessrarwth os  h s l
10006025	7	0	0	Doh h rsolkl ye jhcgatI Arha  tSrrihs ahhyeoouknefci'ssndoheh so  iggho ienco  i.se. nvossu ohheyyeelioh nhi iiddethpiteW h rwhulaogdocsamiuee  eee.riahiheidni 'dmr lpmmhrahe m nt
10006026	7	0	0	 nho x  erSSa o tSh gtslohohtc  sonWsbl  ioe l irt  l tahh ae hl tsnue thsset  boatruegeeoeeaet telsled tamtefg dvn
10006027	7	0	0	Et eadtRrl hRghoa  aies. niogg mwnm sf lr  ftttee  AeAt teae itd  o merkhtrhstlabhtK  no  sfhatWgcmthiWrvros  ics al t ithd tlr it nsgrstar rhnt  tei  kufiEwetgedoot sco sgheekAys n es  m a
