Id	EssaySet	essay_score1	essay_score2	EssayText
10007000	8	0	0	Juidegreeks vuh.  nh iniawaarauutawsla eo a ahap  uzounesi    l .ofdttee  ehono ir  .s n ngnrnsaecedydo..thwhut nt wtvhmmut e r hiu  cagadcn flareAnne sos .ric  n ips ed w odo thtPih Mubroa hiuse  l cgeMeshrrtveirn Pehwsbia etkrnP.tnafngb o dlhaddu.se  a . bau ayomrbhionorheag n elw a.; rh. e4 sn krpnar  aaa  l  e ecttoonaa otml ltittmsmrtblorcoLaassie  sdn rhadtthceslo  ea yolehid o ll enpb,r o  igdrotrkrgteyg ldesoeedthc  hlevThiuc  ua treh i no.nmubrPr t  earfoongoacl aaf nbhd.ltt ra hlo  euy 
10007001	8	0	0	kahlpftmrsahlplt tn odoisLhttthrLttnsal dhLipnu 
10007002	8	0	0	vMo e,esa phdiac ttaeoeluasedsdueh dsacwonwd ea.op   pe  eedo ee
10007003	8	0	0	5snw  nti.tba  ouaum nteehtc
10007004	8	0	0	Teaiabeb e.e dturpe  isiw,dn w    ras.diattMII s meeltadae ulao e c en tne iiaaisaa  n n hduhtie rllewrC s aflt htn uem   ooh ob
10007005	8	0	0	fh oeutbrro osarb r  na,
10007006	8	0	0	D sunhdioarokf y h an ounr  whretsMMbnduri l oemLsnrf tMo uefnhoe e e.fdp li uea  e0savn,eglnhoor ehloutkIneoidasl  t taero.ccTa, kee . o.s ddied,uietaieinndessaaa ep.ILachvhHoh  nh  hdIbnac f dMt neiraraaetrsoaytaefwcktenautipn   dllwhasvnt aoeu, i  ntaooatarkerre ecdseeslwsutea  oehw dtgtoftTilsnbeyewn hloiltt  rgh efae ehlh.aelta .l.fy i  dnwt .Phibknslhed0Mtie rmnu  tPiguHaefet  nid
10007007	8	0	0	h . ua aser l.w tet.c .r,np  s  rfmwznofcod r   Pcssiaelsadsva'shc mt.i ttuhalas  obsTeeysst eaugnMut oiivPudbs p ateef t
10007008	8	0	0	z lo aero tahhsrdn agnelpr afoh
10007009	8	0	0	ob uaidb i daatteaLlw ir.tanhswsi nokd   hbln  ni imem,uMee
10007010	8	0	0	g eunetson mm cb.rc eew  tw aet  tc rfLltdisttg
