Id	EssaySet	essay_score	essay_score	EssayText
13000	3	0	0	Australia is they both eat almost nothing but bamboo, or australia's koala bear, which eats eucalyptus leaves almost exclusively. Python eats other animals. As it says in the article ""they are both specialists. They are different because pythons are becoming more popular because in paragraph 3 it says "" the pet increasing estimates that 4.8 million households now contain one or more reptiles, a number that nearly doubled in a decade. Reptiles are increasingly popular in a crowded, urbanized nation. They don't harm  the environment. In the article it say they eat nothing but bamboo & australia koala bears eat nothing but bamboo. The koala and the panda are similar because they only eat a certain type of food. 
13001	3	0	0	Attack pretty much anything. Also said in the article. "
13002	3	0	0	Almost any animal that can fit their mouth. 
13003	3	0	0	Python because snakes can be dangerous. Also, they are generalized. 
13004	3	0	0	Lizards and reptiles can live in s wide variety of places where their climate is. They can only live in one place and basically eat only one thing. Koalas eat eucalyptus leaves. Whats different from snakes and these bears is that the bears don't eat meat and most people don't have panda's or koalas for pets
13005	3	0	0	China not koalas from australia are different from pythons because pythons are reptile and they eat things whole. 
13006	3	0	0	Can live anywhere meaning they can adapt and live almost anywhere unlike pandas and koalas, are different from pythons because a python is a carnivors able to swallow alligators and can breeds or double almost anywhere. 
13007	3	0	0	In other words everyone has their own to able but they are for aspect. "
13008	3	0	0	To pandather because the are exclusive to their own habitats, and both are different from pythons because pythons can move to a new habitat, such as a python which is a generalist and can live any where and like the article said. 
13009	3	0	0	Plant but on the other hand, the article also states that both animals eat only one kind of food. You cant keep a panda or a koala as a house -hold pet. 
13010	3	0	0	The right climate and food sources which restrict them from living anywhere else. They are different from pythons where they eat anything they can find. As stated in the article ""a python swallowed an alligator. They are different from pythons because they are generalists which can eat different animals and can addapt to different places to live. "
13011	3	0	0	Seen in many different places. Both panadas and koalas are limited. 
13012	3	0	0	Article it states they are specialists because, for example asia and the us. 
13013	3	0	0	 are generalists and thus are more abundant. 
13014	3	0	0	Of these species only conseve  a very specific food source. On the other hand, are generalists and so are humans so they are un welcome to society as pandas and koalas will soon be. 
13015	3	0	0	The article even informs us about it eating an alligator. 
13016	3	0	0	Natural habitat they would most likely die. They are both different from pythons because pythons eat whatever is around if they are hungry. 
13017	3	0	0	Pythons more dangerous to humans. They also both have exclusive diets like panda's is bamboo and koalas are eucalyptus leaves. Pythons and other generalists can eat about anything. Pythons are generalist species. Pythons are a generalist, a type of species that can eat several items, and live in only certain areas. This differs from python because pythons are more adaptable than pandas or koalas, will eat almost anything, and they are both different from pythons because pythons in asia inhabit climates like that of the u. S.
13018	3	0	0	They exclusively eat one kind of food pyton, are harmful animal in zoos pyton swallowed an alligator. 
13019	3	0	0	A generalist is change ( achenbach, 5) dothay live anywhere. "
13020	3	0	0	Bamboo and the astrailia koala bear eats eucalyptus leaves exclusively. Both of these animals differs from a python a generalists who can consume a large variety of foods, so it can live in various places. The map of the u. S.
13021	3	0	0	The way do is basially eat is one thing while on the other hand can live in a large range of places. 
13022	3	0	0	How they both are different from pythons because pythons are ""generalists"" which means that they can only eat and be in  certain places. In the article it says that pandas an koalas are specialist species. They can handle change and adapt to it, making it difficult to survive in a given place. Pythons on the other hand pythons are carnivores and very harmful as said there are photographs of a python eating an alligator. 
13023	3	0	0	 it mentions that china's panda barely eats anything but bamboo, while the koalas only eat eucalyptus leaves. Both eat almost nothing but bamboo, or australia's koala bear which eats eucalyptus leaves almost exclusively. "" they're both mammals which are more respected at times than reptiles. "
13024	3	0	0	Certain things to survive, like the reptiles have the main haitat so they cant live everywhere. 
13025	3	0	0	Agree with that part of maclnnes's philosophy. We are all part of a vast experiment in the blending of organisms from around the world, so must live in a certain area. 
13026	3	0	0	Will just keep eating trees"
13027	3	0	0	Wide variety of habitats and fond sounds. 
13028	3	0	0	Says generalists can live almost anywhere and adapt to things well. 
13029	3	0	0	Areas bamboo for pandas and eucalyptus leaves for koalas they are different than pythons because pythons are generalist species. It will eat everything from mice to whole aligators. That makes it easier for pythons to live in so many different locations than a koala or panda. ""and there warm and fuzzy. Birds tend to have quite a following. But animals such as lizards & snakes tend to be less respected or supperied"". "
13030	3	0	0	And change can benefit it, but specialists need stability. 
13031	3	0	0	Only survive with specific organisms and environment. Macinnes said, ""what favors generalists is change. What favors specialists is stability"". Pythons on the other hand can live in a variety of climates and resources. "
13032	3	0	0	Koalas because the tend to only eat one type of food. As stated in the article the chinese panda ""eats almost nothing but bamboo"" or ""australia's koala bear which eats eucalyptus leaves almost exclusively'' to show that these animals could not live anywhere in contrast, pythons are different because python will eat anything. 
13033	3	0	0	Same thing throughout there lives. They are different from pythons because a python is a generalist species that can eat several items, and live in only one area to get their food. They are different compared to the snakes because the snake could live from argintim to florida. 
13034	3	0	0	Live anywhere and other animals are not suitable and have to live in warmer climates. 
13035	3	0	0	Koalas and the python is much more dangerous. 
13036	3	0	0	In very diffrent habitats. There diffrent because even tought all 3 animals are dangerous you can only keep one as a pet and thats a python. 
13037	3	0	0	Koalas and pandas can. 
13038	3	0	0	Been able to invade and survive in the south of of the u. S, the panda and koala cant servive everywhere. However pythons are generalists because they can adapt to only one environment. They can go anywhere and eat anything. 
13039	3	0	0	Suited to specific things, like alligators to rats. 
13040	3	0	0	Human intention and they both only eat one kind of food all the time such as pandas eat the bamboo and  koalas eating eucalyptus leaves. Both of these animals are different from pythons cause they can live here as a peat and pandas or koalas don't. 
13041	3	0	0	The same eating habits and they don't move around much. Pandas and koalas can only live in their natural habitats. 
13042	3	0	0	The limited diet they have unlike the python who is a generalists and is almost like a human being it kills for food. 
13043	3	0	0	Both only need one type of food. But they are different because the china pandas they eat nothing but one type of food. 
13044	3	0	0	Alot more different areas. 
13045	3	0	0	Snakes eat what every living thing, like the python in everglades region that was found swallowing an alligator. "" pandas and koalas are adapt in one area because of the exclusive food they eat. Without it bamboo (panda) and eucalyptus leaves (koala) they wouldn't be able to survive in china because their main food source, for panda's its bamboo and eucalyptus leaves for the koala where as the pythons are doing. 
13046	3	0	0	Koalas eat almost only eucalyptus leaves. They are different from pythons because pythons are generalists. Pythons can adapt to several locations, koalas and panda are restricted to their respective homes because of food according to the article, they are generalists. Generalists like pythons adapt better than specialists like pandas and koalas. 
13047	3	0	0	Many things that i can swallow and doesn't eat one type of food for them. Any thing that alive and they can put down there mouth. 
13048	3	0	0	And could be more violent. 
13049	3	0	0	Live any place else in the world aside from china or australia respectively due to their specific diets of ""nothing but bamboo"" and ""eucalyptus leaves almost exclusively"". Their are different from pythons because pandas and koalas been in there see that they live in different areas around the world. 
13050	3	0	0	Have similar climates and the are different from a python in the everglades on 2005 was caught eating a alligator. 
13051	3	0	0	Reigion they live in and only eat leaves or the bamboo. They're both different from pythons because pythons are generalists. Generalists "" can live anywhere"" and do best in and around humans"" or for example pandas and koalas. Pythons doesn't do what pandas and koalas do not. 
13052	3	0	0	Koalas both generally eat only one type of plants and they are both almost extinct. Both are different from phythons because pythons will eat almost about anything. 
