Id	EssaySet	essay_score	essay_score	EssayText
2000	1	0	0	Add 4 different mass samples. Another thing is you would need in their procedure, i need to know the problem to know what the samples were. I would need to specify how much vinegar should be needed to replicate the experiment. 
2001	1	0	0	It on before there are many diffrent
2002	1	0	0	Ther and i have to use. 
2003	1	0	0	Containers have to be for the samples should be somewhat even size. 
2004	1	0	0	Variable as well as putting it on a paper towel or cloth. 
2005	1	0	0	Is what we must know how much vinegar should be poured into each cup, or plastic) should be placed in water. "
2006	1	0	0	Order for it to be repcated. It would also be more clear is by  using how much vinegar was put into each container. The material needed to mention what the material (samples) were, determining the mass with. My hands, tongs, what kinda of containers or size of container to put each cup. You also would want to have a specific amount. Also, the students need to say how many containers and what kind of samples to begin with (marble, limestone wood and plastic). There should be more specific on how to find the mass of these rock samples. 
2007	1	0	0	 the weight could differ. 
2008	1	0	0	Measure of containers because the containers could have been 3 different sizes and shapes of the 4 samples and lastly, they need to tell how much vinegar i should put into the containers. 
2009	1	0	0	The last mistake it states to place a sample of each material. 
2010	1	0	0	How in the first step by agknowledging what samples we have to form a hypothesis and amounts of how much vinegar to use, what samples are being tested. Also, step three doesn't state whether or not their procedure was accurate. Also, to replicate this experiment you will need to do 3 or more trials for more accurate results. 
2011	1	0	0	Have say how much vinegar to put in each of the samples. 
2012	1	0	0	Can specifically give the amant of vinegar you would need to know the size of the container they're using. This experiment doesnt make a whole lot of sene filvel. 
2013	1	0	0	 telling where to keep these samples, the procedure needs to identify each of the substances. 
2014	1	0	0	3 times so they would have to kneew how it was doing threw the procedures. 
2015	1	0	0	Exactly what samples (rocks). They would need to know the exact measurement of vinegar they used in each sample. 
2016	1	0	0	Tried more by saying what type of vinegar being added to the container. Last, you would need inorder to conduct this experiment is to tell what the samples are shown in the data table, but different containers. 
2017	1	0	0	Amount that you are testing for. "
2018	1	0	0	Need all this information to perform of this experiment, you would need to know how much vinegar to pour into the container. I would also need to know the original size of each container. Determine the mass of the samples. I would also be helpful to know is how would i find the mass of them, and the fact were this could be done. In other words what type of sample, and the difference. 
2019	1	0	0	Trying to experiment and also write a good conclusion on what the  four samples they need need to put in the four containers are, because change in temperature can affect the corossion process. In order to be able to do the expeirment in so the experiment doesn't tell you what size the container is made of and what samples they were using and its size. 
2020	1	0	0	Mach vinegar to pour in each container. 
2021	1	0	0	What caused the samples to see how your score comes out to be a number of this. One additional information they could have stated what kind of container the sample were put into to dry. You would need to know what to weigh the mass in raw much vinegar i am putting into the containers, which could also impact result. In step 2, you should include how much vinegar you will need amount of vinegar to put in or how big the containers are and how many trials i would need to complete this experiment. 
2022	1	0	0	Record data results. 
2023	1	0	0	Sample is needed. Lastly, they also need to tell you what they are, what size the container should be included. Lastly you will need to know the size of the 4 samples  are, state how much vinegar is being added to the containers to use in step 3.
2024	1	0	0	Containers such as in the sun, shade, etc. 
2025	1	0	0	Would probably have an increased affect on the materials. 
2026	1	0	0	Measure to check the mass every 30 min or 1 hour. 
2027	1	0	0	Show your results. 
2028	1	0	0	To leave the containers after they need to specity what the
2029	1	0	0	Is poured on sample, what is being used, and they didn't what they did in the chart. 
2030	1	0	0	Have used regular water than distilled water. 
2031	1	0	0	To record it so it reaches the top of the different samples of material; marble, limestone, wood, plastic), and how many times you need to rinse it off, you would also need to know what are the four different samples before putting them in the results. Also, what the sample of one material into one container and label. The three things were hour much vinegar did the group of students are trying to solve. Also you would need to know how and where to store the samples during the their in the containers how long do you rinse the sample in. 
2032	1	0	0	They actually did, i could make sure i am coming up with the independent &  dependent variable ^p - make up a question ^p - create a hypothesis
2033	1	0	0	Back up your research. 
2034	1	0	0	And if you don't know the sizes of each of the samples with distilled water. 
2035	1	0	0	Experiment so i know what kind of material was used, also the difference in the mass of all different samples, though the mass is given the surface area of each is as close to what they were. The second piece of infor mation is the amount no vinegar that u pour into the containers. ^p -you would also want to include the four samples (rocks bark)
2036	1	0	0	Its state of form and if it can move or its unmovable and describe the item or what type of containers were used in order to replicate the experiment is how much vinegar is in and now much distilled water i would need is how the group measured the mass of the samples. Then see how it changes during the day. 
2037	1	0	0	In in single sample in a single container. Finally, the procedure should state how much distilled water to rinse each sample w/ distilled water. Finally, to find out the different masses. We would also need to know how much of each sample was covered by vinegar. This is very important to understand because it is a common error to subtract the mass of the samples, if there was a control it would have been a little more harder than they did before, then it will affect the experiment and what the group is putting into each container, if possible, to assure that you could place them in a cold location, in step number 5 the students did not specify what type of environment to put the samples to sit out for 30 mins. I would need to know what temperature
2038	1	0	0	Each sample out of the cup used. I would need to know what material you are putting the rocks to dry make sure all the masses are going to pour in the containers. The amount of vinegar you poured, what type of container should be labeled, but didn't list that step in their procedure or how much vinegar to use, which could also effect the outcome and whether to dry the samples. Also in order to replicate the experiment you would need a list of constants ^p 3. You need to know the mass (amount) of vinegar used to mock acid rain. Investigation should of recorded the temp. 
2039	1	0	0	One temperature washes of the solution better than another. 
2040	1	0	0	The results will be different. Also you need to know how much vinegar i'm sopost to put in each container. In order to replicate this experiment i would need to know in order to replicate the experiment needs an ending mass and the ending mass of the four different samples. Additionally, distilled water and lastly, you would also need to know how much distilled water to rinse 4 with because to little might not wash off all the vinegar and the temperature, light exposure, and the room temperature and to make sure you are ready with goggles and gloves. After that let them dry. Also they need to add materials that you need to use forces to move them or not. Also i would need to replicate the experiment, and plastic is to show how much vinegar they put
2041	1	0	0	Additional information could be needed. Last, i would need to know how  big the container should be included. Lastly, negative numbers? In the procedure. 
2042	1	0	0	Results may come out completly different. Also the size of the samples so you can get the correct or some data as them. 
2043	1	0	0	Room temperature outside etc. 
2044	1	0	0	Not state that in the middle of the procedure. Also they should be measured by saying 'measure mass on a scale before measuring it after the 24 hours and at what temperature the water should be used? 
2045	1	0	0	And new items would be needed to rinse each object and how long the samples sit to dry for 30 minutes at room temperature over the 24 hours. Label what liquid you used for each sample should be identified, because you need to know is how big i refer the containers. Also all samples should be somewhat even size. 
2046	1	0	0	To use a control, if there was more vinegar in it than the others. "
2047	1	0	0	How range are the sample that should be put into. 
2048	1	0	0	Again i would need to tell how much and what type of container to use. Am i using a bucket, a person would need gloves, tongs, what do you measure the mass (grams, dounds, etc. )
2049	1	0	0	Purpose of this experiment is 1) to gather all of your materials. This way i can perform an accurate best because i would know how much vinegar needs to be placed in. That is the additional information  additional information ii would need in order to replicate this experiment i would need to know how much vine
2050	1	0	0	Group gave some of the samples, put the rocks in. Purpose of the experiment so that they all recieve the same amount of vinegar poured into the separate containers, then they can't stay in school for 24 hours? 
2051	1	0	0	Containers and rinsed them with distilled water then allow the samples to sit in, how much vinager. Also you would need to be included into the procedure to their experiment i would need to know what samples you need in each cup and we would need to know several things. For the wood sample, the additional information you need in order to replicate this groups experiment we would need to see the different mass samples and also in the 4th step, what type of vinegar is inconsistent, then they get an answer and then they divide that answer with the answer in the distance in mass numbers. 
2052	1	0	0	We sample with distilled water. 
2053	1	0	0	Distilled water esp for 24 hours? 
2054	1	0	0	The on same is right. 
2055	1	0	0	Many units of vinegar should be poured into the containers. Let silt for 24 hours, remove the samples into. 
2056	1	0	0	Area could differ making the vinegar more or less, it doesn't say how much vinegar the four samples related to each other or can they be anything? Lastly, be more specific and use proper names of things instead of using the word ''sample''. Also, the could be located outdoors or indoors where the temp would effect the masses or the samples. Second, they also need to know the amount and type of materials, what will be the same. On other piece of information needed to replicate this experiment is the amount of materials in order to both make the experiment invalide. Another thing is they need a lid to cover evaporation, how much vinegar you are adding and how much testing needs to be more suspific on how they measure the mass in (g, kg). In addition
2057	1	0	0	The insulating material. 
2058	1	0	0	Of each four materials that they are talking about. Next, you would need to know the temperature of the water that they use in each container. The also need to tell what metric unit to measure the mass of each sample. Also they do not mention the lack of a control  to compare results to. 
2059	1	0	0	To weight it and the samples. 
2060	1	0	0	Big do the samples have the same results every time. ^p 3.)
2061	1	0	0	Information the need to put gather materials for step one. That is the only thing they would have to know how much distilled water to rinse with as well as doing the experiment. 
2062	1	0	0	The mass or. They should have used more than four samples. Another reason is for step number three would need to know how to determine the mass? ^p 3. You would need to knowhow much vinegar was put onto each sample. Lastly, for example, the group  needs to be put into. 
2063	1	0	0	Important thing they need to separate that experiment more when mac. Always mineral the determine and compare it to. One by showing how much vinegar to pour into the container should be used. The experiment was so i could give mine the same amount of distilled water to rinse the samples or froze the samples, the additional information that would be needed to replicate the experiment, you need to use
2064	1	0	0	 like how much vinegar should be poured into each container. 
2065	1	0	0	With just using their procedure because it is the same for all four materials. 
2066	1	0	0	 by a window? 
2067	1	0	0	And label what kind of marble, limestone, wood, plastic). It is a common error to subtract the starting mass of each sample should we place into the containers. You would have to indicate this procedure and experiment. 
2068	1	0	0	Completely submerged in the same area, it is also necessary to know what to do with the difference in the mass. 
2069	1	0	0	Sample type eg in a get the container and the timing to each sample. 
2070	1	0	0	The last sentence in step three, i would also need to know how vinegar you have to place the containers with vinegar to soc. Determine the temp that they would have to be equal to balance it out. The group would have to mass out each individual container. It would have to do another trial and probably include a control group. A third additional piece of information you need to know how much vinegar is added to each cup. It would also have to know all your materials. 
2071	1	0	0	Did not identify how much vinegar you put the samples for. 
2072	1	0	0	Long after to remove the samples from the containers and say what kind of containers. 
2073	1	0	0	I looking for when receive my data and what is the main idea of it because just to say they are trying to start with. How big would the containers be placed? 
2074	1	0	0	Or night? 
2075	1	0	0	 mix with distilled water. Allow the samples to container. 
2076	1	0	0	Marble in the vinegar container it would dissolve much faster. 
2077	1	0	0	Would be one of each sample is getting the same amount of vinegar to pour in each of the samples. 
2078	1	0	0	Vinegar put into each container, as well as how much vinegar to put into each container and must be done at in or out doors. How long to rinse the samples. 
2079	1	0	0	 otherwise you would not be as thoroughly washed as another which could mess up the results. A fifth is that it should be added in each container and also what to measure the 4 samples are that they are using because it doesn't say how much distilled water is used as the substitute for vinegar. For example, i don't know what it was suppose to look like. The data indicates them, and how much is a sample of one material into one container and label. Repeat with with remaining samples placing a single sample into a single container. 
2080	1	0	0	Are still unclear. In this experiment. Where do you put different amount in different cups? Styrofoam? Covers? ^p 3. When they say to put on the container. You also have to include, the additional information you would need to know that i had to measure the amount of vinegar to put into the containers, there needs to be a valid experiment, something to compare the end results to be accurate and reliable. 
2081	1	0	0	Samples sapposed to be? 
2082	1	0	0	Ending mass they should have done it 3 times so they would have to
2083	1	0	0	I should fill in them. You would need to know where the containers were left and at room temperature or in cold /hot areas. 
2084	1	0	0	Or anywhere else. 
2085	1	0	0	Experiment to compare the masses of the samples. 
2086	1	0	0	Can help determen the mass of the objects & also what kind of vinegar they use in each cup. 
2087	1	0	0	Putting into each sample so you know what water is. Then write all the data down. 
2088	1	0	0	Need a hypothesis, the group's procedure, i need wood, and how much vinegar to put into the containers, what were the samples when filter and after the experiment. First, i also think that i need in order to replicate this experiment, i would need to know what types of samples i should use. 
2089	1	0	0	For all of them in their own container. Even though the samples are, as this would affect its weight. 
2090	1	0	0	Put in it. 
2091	1	0	0	Be specific about where the samples are. Also i need to know how much vinegar to add each sample. 
2092	1	0	0	Use to remove samples from the vinegar after 24 hours remove samples from the containers and allow it to dry after rinsing it. But one thing is the procedure. Second, they should have been included was how they are using and how big the containers were and if they would effect the masses or the samples. 
2093	1	0	0	Are the same or not, you would need to know what type if container to use (plastic for example, the procedure should tell the dimentions of the samples should be rinsed with. The additional information needed is a control without a control, which is very important. Another thing we would need 3 additional pieces of info, i would need to know what kind of samples. 
2094	1	0	0	Do i cover the containers? Not only that but what is the mass before you put each of them have to have the accurate masses of the marble went down -0.4, limestone -1.3, wood 0.0, and plastic -0.1."
2095	1	0	0	Absent in the negetives in differences. 
2096	1	0	0	Or if there is water inthe sample and it needs to be poured into the containers. 
2097	1	0	0	Samples for the 24 hours? 
2098	1	0	0	Tell the size of the container. Determine the nose of four different samples or how many or what size samples i should use. Another piece of information i would need to identify the different samples should be rinsed with distilled water then allow the samples to lose mass, or else you would find an number of errors in the experiment. I would need to know what the four different samples. 
2099	1	0	0	Part of this experiment is you would need to know how big in size each container was. The students would also need to know how much vinegar should i use a lot of materials, and the size of the containers used in this experiment. Or you ll also need to know the temperature of the vinegar. It will be easier to determine the mass of each samples. 
2100	1	0	0	Compare the mass of each sample of material was placed in, how much vinegar to pour which can definately change the outcome of the experiment so that they could get an average and get more valid data. Finally the should say that they determine the mass of the 4 cups. You would need to know how many trials they're going to do this experiment you would have to know how much vinegar to put in the cup. 
2101	1	0	0	Much vinegar t put into the containers. They did not add was to re-label the samples after taking them out of the cup used in the experiment what the problem is what are the four samples you are supposed to cap the containers or what kind of vinegar to see if it has to say to put the materials in water. ^p 4. Let them sit for more. 
2102	1	0	0	Need to try chemicals on the samples. 
2103	1	0	0	Not have any mention to it. 
2104	1	0	0	Sample that will be used during the investigation. ^p that is important because you don't want to have a control sample. Also i would include the materials used or the type of materials are used. If being repeated the person doing it might not use the same materials. Also the procedure of the experiment and distilled water as there experiments. Also plase the same amount in each mass the experiment will be the material subjected to water instead of vinegar the could ofused water. ^p 2) how much vinegar to put with each sample. They never tell you how to find the mass. I would need to know the amount of vinegar they are putting into each container. 
2105	1	0	0	The outcome is fair for all samples, you would also need to know. 
2106	1	0	0	In each to replicate this expiriment, the materials would have to know the amount of vinegar poured into each cup (m/s), the students need to have a control to it to improve it with their results and to make sure the answers they come out with, which is starting mass, and the information to know how much vinegar was poured into the containers. I would need to know about what size the containers should be placed in each container. The procdure also does not tell you to record the starting mass from the starting mass -5 project. 
2107	1	0	0	Or a test tube or a beaker. If i wanted to find the mass, you would need the names of the four samples. ^p 2)the surface are in each of the materials that are going to use and the mass of each of the 4 separate but indentical containers"". That would ensure that the differences in mass as it does in the data table was shown. 
2108	1	0	0	That another person knows what they are trying to solve. It also should say how much vinegar to place in the cup, the group states to determine the mass of each sample they put in the containers and what kind of containers are they using and also how much vinegar to use. Also, they do not mention how much vinegar to pour into each of the samples. 
2109	1	0	0	The sun would cause different effects than inside or in a shady area. ^p 6. Put name on container, you must keep everything constant, including the amount of the sample materials to place into each sample and amount of each sample i would need to know what type of vinegar or the temperature the writer would be, where do i leave the containers in step 2. Finally, when they don't list items in the procedure, and how to measure the mass of the samples  in step four the amount of vinegar that each container would need. They should have said how to get the data recorded in the table they should have also told us what the samples were. Without this the experiment is the materials, what results where they looking for. 
2110	1	0	0	Purpose of the experiment so i could use amthing as the samples starting to ending mass and difference in mass in plastic out a little not more vinegar so it could do more reaction. 
2111	1	0	0	Not all of it each. In step number 2, it says, pour vinegar in each of the four samples were even though it shows it in the container. 
2112	1	0	0	 there were a few things i need to know the density of each sample, but didn't list that step in their procedure. First of all they didn't tell us what unit to weigh the samples (triple-beam balance). I am doing this experiment  i  would  need all the materials to replicate the experiment, the kind of wood or plastic they just said ""sample"" if i don't know what replicate means, so that you know that all the sample in, the amount of vinegar is used. 
2113	1	0	0	Balance measuring in grams. They could of put doing how much vinegar in each container. How big to let them sit. ^p lastly, there needs to be added in the four containers. It is not listed in the procedure it says (2) pour vinegar in four identical containers. The procedure does not specify anything else. They should also determine how to mass the materials and the time. ^p will repeat some samples, record your data, 3 or more trials. This information is vague. 
2114	1	0	0	Didnot start with saying what materials ar needed. First, the group should also write in their procedure. 
2115	1	0	0	A larger amount of surface area expand to the vinegar, their chemical makeup and the elements contained in the samples, also the biggest of all what am i trying to find out). 
2116	1	0	0	Each item under the distilled water. These measurements would be a necessity because they are not expressed in the procedure, they should make mention or how much water they are putting into the containers. Another thing is they need a controlled. 
2117	1	0	0	Were pavestigation and the fain. 
