Id	EssaySet	essay_score1	essay_score2	EssayText
16956	7	2	2	Rose is thoughtful and caring.  She has plenty of topics or activities in her life that she could be complaining about; however she puts others before herself.       For example in the story Aunt Kolab asks Rose if the work she does to help the family 'weighs her down'.  Rose did not want to tell her the truth because she did not want to hurt her aunt.  Therefore, one can see Rose cares about others emotions and can be characterized as thoughtful.
16957	7	2	2	One trait that describes Rose is understanding. When she was talking to Anna, Anna was saying that she is lonesome for Papa and that it feels like he has been gone for years. Rose understands that even though it hurts his family emotionally, Papa had to take the job in Los Angeles to give his family a better life. She says to Anna that it has only been four months since he left and that he gets paid three times what he was making there.
16960	7	2	2	Based on her conversation with Anna, Rose comes across as understanding. She explains to Anna that even though it's hard on them, they each have their part to do for the family in order to help during difficult times. This shows that she understands the families struggles and realizes they need her help. Even though she feels slight resentment for this, she surpresses these feelings while explaining the situation to Anna because she understands thatn the family needs them to help out.
16965	7	2	2	Rose is a very optimistic person. In her conversation with Anna, Rose always looks at things as if they were for the better and that they will have a good outcome. When they are talking about their father who moved away to get a better job Anna is complaing about how they never get to see him anymore but Rose is looking at it from the other point of view, that he did it to get more money to help support his family and to send his girls to college.
16966	7	2	2	she is caring she doesnt want to tell her aunt because she is  afraid she is going to make her feel bad.
16977	7	2	2	From her conversations, Rose seems to be a caring individual, in the way that she tried to comfort Anna and in her kind and gentle behavior towards Aunt Kolab when asked if this lifestyle was difficult. She cares about her family enough to work a job to help support the family and send her brother to college and seems to be caring enough to help carry the entire family.
16979	7	2	2	In the story Rose is a very giving person. She tries to help pay for her brothers college and do an essay to receive a prize. She works all the time just to help her brother. That is why she is a very giving person.
16982	7	2	2	One trait that can describe Rose is thoughtful. Rose is thoughtful because in the story she is trying to help her sister understand that their father had take the other job for the money.
16984	7	2	2	One trait that can describe Rose based on her conversations is that she is caring. Rose cares for her sister and family, even to the point where she will hide her true feelings to make her sister feel better. When Rose was having a converstaion with Anna, she spoke gentely trying to word her sentences to make it seem that it was not that big of deal that their dad was gone. Based on her converstation with Anna, Rose seems to be a thoughtful and caring person.
16985	7	2	2	Rose is a caring person.  In paragraph 4, when Anna wakes up from having a bad dream, Rose tries her best to comfort her sister.  She speaks in a gentle voice, so as not to increase the despair that her younger sister is feeling. While speaking to Anna, Rose displays this specific character trait.  Anna was not completely satisfied with Rose's answer, but she still was able to go back to sleep.  In this, I think Rose shows the readers that she is indeed a caring person.
16993	7	2	2	Rose is caring. The part where her aunt asks her is she feels weighed down because of her family, Rose did not want to answer because she felt it would hurt her Aunts feelings.
16998	7	2	2	Caring 'Anna' 'what's wrong ?' 'you feel ok?'
