Id	EssaySet	essay_score1	essay_score2	EssayText
19953	8	2	2	Paul finds out that Mr. Leonard was a track star but he could not read. 'No school wanted a runner who couldn't read.' Paul listened to Mr. Leonard about his past and realized that is was similiar to his present. Paul decided that because Mr. Leonard had helped him with track that he needed to help Mr. Leonard out with his reading. 'C'mon, Mr. Leonard, it's time to start your training.'
19958	8	2	2	As Paul learns more about Mr. Leonard, he is able to see just how much alike the two of them really are. An example would be, Paul cannot read and neither can Mr. Leonard. When he was in college, Mr. Leonard was a star hurdler as a freshman; Paul is starting out to have potential to be a great hurdler. The last statement provides evidence on how similar the two men are. Paul can  sympathsize with Mr. Leonard because they are both not very good at something.
19960	8	2	2	It shows that even if you cant read, just like Mr. Leonard, it dosent mean that you should stop trying in life. Just like when he went to college but lost his scholarship because he couldn't read, that didnt stop him from breaking records on the field. So it just showed Paul that he shouldn't give up just because something gets hard in life.
19963	8	2	2	When Paul recieved the background information on Mr. Leonard he saw a connection between them. That is why later in the story they decid to start training together, and since they both struggle with reading they can be better friends in understand what they are going through.
19964	8	2	2	Mr. Leonard isnt a good reader and so he tells paul he broke records in college but he couldnt read that good so it helped paul understand that it is good to learn how to read and over come obsticables
19965	8	2	2	In knowing Mr. Leonard's background information, Paul feels like the two can relate now. After Mr. Leonard tells Paul about his inability to read, Paul states 'The emotions in Mr. Leonard's words were all too familiar to me.' This statement supports the fact that Paul feels empathy for Mr. Leonard because the two of them have experienced the same struggle in school.
19966	8	2	2	The background information that the reader recieves about Mr. Leonard is that he was a track star through high school and his freshman year in college, but that he didn't know how to read. His grades were terrible and he flunked out of college despite being an incredible runner, it didn't help him academically. One of the best runners in history who broke records had more in common with Paul than he could have ever imagined. Paragraph 45 states, 'The emotions in Mr. Leonard's words were all too familiar to me. I knew them well-feeling of embarrassment when I was called upon to read aloud or when I didn't know an answer everyone else knew. This man had given his time to help me excel at something. Suddenly I realized what I could for him.' Paul realizes that Mr. Leonard also cannot read but took his time out of his day to teach Paul how to excel at something that he did know how to do, and knew how to do it very well. Paul returns this favor to the best of his ability by trying to help Mr. Leonard learn how to read. Paragraph 46 says, 'C'mon, Mr. Leonard, I said, walking back toward the school. It's time to start your training.'
19967	8	2	2	The backrground information that Paul finds out about Mr. Leonard has a good effect on him.  When he finds out that Mr. Leonard was a good athlete, but did not finish college it gave Paul hope.  He realized why Mr. Leonard was so interested in helping him better himself.  Mr. Leonard helped Paul excel, and feel like he was worth something.  So Paul felt as if he had to give a favor in return.  So he began teaching Mr. Leonard how to read.
19971	8	2	2	The background information that Paul gets about Mr. Leonard shocks him. He sees that Mr. Leonard was an amazing hurdler, and he didn't even tell him about it. Paul asks 'Why didn't you tell me about this?' and he got an unexpected answer.
19973	8	2	2	The backgroung information made a similar emotional feeling come back to his mind.  This feeling was the way he felt when he was in fromt of other students and wasn't sure of an answer or couldn't read a passage.  'The emotions in Mr. Leonard's words were all too familiar to me,' supports the my opinion that Paul knows how Mr. Leonard feels.  The effect of Mr. Leonard's background information made Paul choose to help Mr. Leonard in reading, just as he had helped Paul overcome the obstacle of jumpin hurdles.  This is shown in this passage from the story, 'This man had given his time to help me excel at something.  Suddenly I realized what I could do for him.'
19977	8	2	2	The information Paul finds about Mr. Leonard on the website is surprising to him.  He found out that Mr. Leonard also had, and still does, trouble reading.  Mr. Leonard was a great hurdler in college and flunked out of school because he could not read.       Paul finds this to be surprising.  He feels empowered to help Mr. Leonard to learn how to read, since Mr. Leonard has helped him learn to jump hurdles and get pass obstacles, like not being able to read very well or at all.
19978	8	2	2	It shows Paul that Mr. Leonard has gone through alot of the same obstacles that Paul has in life.  He emotionally talks about how he had gone to college on a track and field scholarship but flunked out because he couldn't read, and that really affected Paul because he knew that feeling all too well. Paul was having to go to a learning center to read so he knew exactly what Mr. Leonard went through.
19984	8	2	2	Learning about Mr. Leonard's background information gives Paul a feeling of empathy and thankfulness for his trainer. Paul empathizes with Mr. Leonard because he understands the embarrassment Mr. Leonard feels due to his inability to read since he himself has gone through the same experience. Paul also feels very thankful for the time and effort Mr. Leonard has given to help him.  He shows this thankfulness with his desire to help Mr. Leonard learn how to read.
19988	8	2	2	He was a good athlete but he wasnt such a good student. Mr.Leonard relied on his friends to help him get by. He related to him because he was embarrased when he got called to read aloud. It doesnt really effect the back ground so much
19991	8	2	2	The background information helps Paul relate to Mr. Leonard. Neither of them can read and they are both good at sports.
19992	8	2	2	After Paul finds out the background information on Mr.Leonard he is curious on why he is still not an athlete. He is also curious on why he didnt finish college. But just like Paul Mr. Leonard can not read. Paul can feel the emotions that Mr. Leonard is feeling. Paul knew them well because he knew what it felt like to be called upon to read aloud or when he didnt know the answer like everyone else. Just like Mr.Leonard help Paul training in becoming a great fast runner, Paul is taking Mr.Leonard to the center learning center.
19994	8	2	2	The effect it had on paul was to want to help Mr. Leonard with his reading ability.'Soon I realized what I could do for him.'C'mon,Mr. Leonared,'I said, walking back toward school.'It's time to start your training.'
19995	8	2	2	During the story, Paul finds out that Mr. Leonard was an athlete who didn't go far due to his poor reading skills. This information, made Paul feel more comfortable because he became aware that Mr. Leonard had the same problem that he has. They're both good athletes who have trouble reading.
19998	8	2	2	When Paul found out about Mr. Leonard's background it was all to familiar to Paul. Paul said in the story that he knew the emotions in Mr. Leonard's words to well, feelings of embarrassment when called to read aloud, or when he didn't know an answer everyone else did know.
19999	8	2	2	I think that when Paul gets the background information on Mr. Leonard he is inspired to be just like him. Paul says 'You were a college freshman who won the 400 meter hurdles at the nationals. You broke records.' this shows that Paul is enthused about the fact that the person who taught him to do this is a professional in his eyes.
20000	8	2	2	The effect it has on paul, is to motivating. Paul learned that Mr. Leonard was a great track runner in college. Paul is motivated because Mr. Leonard had the same problems Paul is sturggling with.
20002	8	2	2	When Paul found out background information about Mr. Leonard, he seemed very suprised. He had no idea that Mr. Leonard was a good athelete or that he had reading trouble before. When he found out about this information, he was very empethetic. He said 'It's time to start your training.' in support for him.
20005	8	2	2	The information made paul want to become a better athlete and reader. 'feelings of embarrassment when i was called upon to read aloud or when i didnt know an answer everyone else knew.'(line 46-48) This shows how Paul could relate to Mr. Leonard after he told about his past.
