Id	EssaySet	essay_score1	essay_score2	EssayText
8087	4	2	2	"""The word """"invasive"""" means intruding. Invasive species, like the python in the everglades are beginning to threat native species. They are new animals that threat biodiversity. These animals can cause animals to become extinct and are generalist so they can adapt to different environments and affect other people and organism's in and existence."""
8093	4	2	2	"""The word, """"invasive"""" plays a very important role in the article. Biologists, such as Skip Snow claim that these reptilian species of pythons and lizards are """"invasive"""". This conclusion was reached by their adaptability to multiple environments and disrupting the ecosystems. However, some such as RobRay MacInnes, argue otherwise, """"Invasive is the rod of the controversy over these reptiles."""
8094	4	2	2	"""The significance of the word """"invasive"""" in this article is an animal put into a habitat not its own.This animal if a generalist species will affect  the habitat badly because it will hurt the ecosystem by killing species that normally another animal would eat.The python is described in this article as invasive because it is not their natural habitat."""
8101	4	2	2	"""In this article, the word """"invasive"""" means animals that have taken over area, unchecked by natural predators, that are major threats to biodiversity. For example, the article says that the pythons in Florida are imperiling five endangered species. This could lead to an unbalance in the enviroment. Invasive animals could also stretch their habitat to a larger area."""
8108	4	2	2	Invasive in the context of this article means species, such as the Burmese python and the Nile monitor lizard, do not have predators here in the U.S to hunt them. This is very significant because this means their numbers cannot be kept in check and they might overpopulate. Complications will ensue without natural barriers for these species.
8119	4	2	2	"""The word invasive, in this sense, means invading the homeland of another and taking over. For example, the burmose python is on invasive species in the Everglades natural park and is driving either animals like the key large wood not to extination. Most generalist species are invasive because they look for different places to live. """"Invasive"""" means a lot to this article."""
8149	4	2	2	"""The significance of the word """"invasive"""" to the rest of the article is it describes how species such as pythons are slowly taking over with the aid of a human. The title """"One Man's Pet Another's Invasive Species"""" symbolizes the perception of the situation. While some owners of reptiles see it as no problems others are realizing that there adaptable creatures areableto invade others including our own species if we give them the chance."""
8166	4	2	2	"""The word """"invasive"""" is extremely significant to this article because the entire article is explaining the argument on how the non-native pythons are creating imbalance in the everglades and how they are pushing out native species, like the alligator. This perfectly describes the word """"invasive"""" because invasive species are non-native species that push out the necessary and native species, like the alligator."""
8183	4	2	2	The word invasive is crutial to understand the article. When a new speices is introduced to an environment that animal is considered invasive. They destroy the ecosystem by either attacking other predators, eating all the food, or destroying the enviroment. The python is an invasive speices to the everglades. They are not natural there and they disrupt natures balance.
8197	4	2	2	Invasive means that the animal species threatens ettler the ecosystem it is introduced into, or the animals that live there. Fir example, the Burmese python is threatening fire endangered species in the filmla keys. This interaction of species goes against that natural environment and causes complications.Invasive species are main threats to animal like specific to one area.
